Target,Target (Unofficial English translation generated by Artificial Intelligence),Country,Country ISO3,Provenance,Reference year,Expected year of achievement,Location,Location (Unofficial English translation generated by Artificial Intelligence),Total Target Area (km²),Type of LDN intervention,Restore/improve tree covered areas,Increase tree covered areas extent,Restore/improve croplands,Restore/improve grasslands,Restore/improve wetlands,Increase soil fertility and carbon stock,Manage artificial surfaces,Restore/improve protected areas,Increase protected areas,Improve coastal management,General instrument (e.g. policies/economic incentives),Restore/improve multiple land uses,Reduce/halt conversion of multiple land uses,Restore/improve multiple functions,Restore productivity and soc in croplands and grasslands,Other/general/unspecified,Level of achievement,Other important goals addressed by this target,Validation level,Geometry UID,Geometry type
•	اتخاذ إجراءات عاجلة وهامة مثل وقف الزحف العمراني / التحضر للأراضي الصالحة للزراعة ، من خلال قانون استخدام الأراضي.,"Take urgent and important actions such as halting urban sprawl on arable lands, through land use legislation.",Jordan,JOR,"Other: (صدور تشريعات )
(Unofficial English translation generated by Artificial Intelligence: Issuing legislation)
",NA,2030,المملكة الأردنية الهاشمية ,The Hashemite Kingdom of Jordan,NA,"Avoid
",NA,"2 Increase tree-covered area extent
",NA,NA,NA,NA,NA,NA,"9 Increase protected areas
",NA,"11 General instrument (e.g. policies, economic incentives)",NA,13 Reduce/halt conversion of multiple land uses,NA,15 Restore productivity and soil organic carbon stock in croplands and grasslands,NA,NA,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
•	من خلال ممارسات الإدارة المستدامة للأراضي ، وخاصة تنفيذ ممارسات الحفاظ على خصائص التربة والمياه الفيزيائية الحيوية ،  حيث تعمل على تحسين إنتاجية 100 كم2 من الأراضي الجرداء ومناطق أخرى بحلول عام 2030.,"Through sustainable land management practices, particularly the implementation of practices for conserving soil properties and vital physical water, working to improve the productivity of 100 km2 of degraded lands and other areas by 2030.",Jordan,JOR,LDN Pilot Project,NA,2030,المملكة الأردنية الهاشمية ,Hashemite Kingdom of Jordan,100.00,"Reverse
","1 Restore/improve tree-covered areas
","2 Increase tree-covered area extent
",NA,NA,NA,"6 Increase soil fertility and carbon stock
",NA,NA,"9 Increase protected areas
",NA,NA,NA,NA,NA,NA,NA,NA,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
"Увеличение площади орошаемых земель на 40%, тем самым их площадь будет доведена до 2 млн га","Increase the irrigated land area by 40%, thus bringing their area to 2 million hectares.",Kazakhstan,KAZ,"Other: (Добровольные цели НБДЗ)
(Unofficial English translation generated by Artificial Intelligence: Voluntary objectives of the UNCCD)
",NA,2030,на территории Республики Казахстан,There is no specific text provided.,20000.00,"Avoid
Reduce
Reverse
","1.1 Restore tree-covered areas
","2 Increase tree-covered area extent
2.1 Increase tree covered land (net gain)","3 Restore/improve croplands
3.1 Improve water use for irrigation
3.2 Practise sustainable land management
","4 Restore/improve grasslands
4.1 Restore and improve pastures
4.2 Improve land productivity in grasslands
",NA,"6 Increase soil fertility and carbon stock
6.1 Reduce soil erosion
",NA,"8 Restore/improve protected areas
","9 Increase protected areas
9.1 Increase protected area extent",NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Avoid/prevent/halt degradation (of degraded lands)
16.2 Restore vegetation cover (unspecified land use)
16.3 Achieve LDN
16.4 Improve land productivity (unspecified land use)
16.5 Other/general/unspecified
",ongoing,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
LDN is achieved by 2030 as compared to 2015 and an additional 9 per cent of the national territory has improved (net gain),NA,Kenya,KEN,Participation in the LDN Target Setting Programme,NA,2030,national territory,NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
LDN is achieved in Ewaso Ngiro North (Lak Dera 2) of Kenya by 2030 as compared to 2015 (no net loss),NA,Kenya,KEN,Participation in the LDN Target Setting Programme,NA,2030,Ewaso Ngiro North (Lak Dera 2),NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
LDN is achieved in the Tana River catchment zone of Kenya by 2030 as compared to 2015 and an additional 16.7 per cent of the zone has improved (net gain),NA,Kenya,KEN,Participation in the LDN Target Setting Programme,NA,2030,Tana River catchment zone,NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
"LDN is achieved in Athi River catchment zone (Galana, Pangani, Kenya South east Coast) of Kenya by 2030 as compared to 2015 (no net loss)",NA,Kenya,KEN,Participation in the LDN Target Setting Programme,NA,2030,"Athi River catchment zone (Galana, Pangani, Kenya South east Coast)",NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
"LDN is achieved in Rift Valley catchment zone (Lake Turkana, Naivasha, Natron) of Kenya by 2030 as compared to 2015 and an additional of 9 per cent of the zone has improved (net gain)",NA,Kenya,KEN,Participation in the LDN Target Setting Programme,NA,2030,"Rift Valley catchment zone (Lake Turkana, Naivasha, Natron)",NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,"6.1 Improve watershed/landscape management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
LDN is achieved in the Lake Victoria region (Nile basin) of Kenya by 2030 as compared to 2015 and an additional 9 per cent of the zone has improved (net gain),NA,Kenya,KEN,Participation in the LDN Target Setting Programme,NA,2030,Lake Victoria region (Nile basin),NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,"6.1 Improve watershed/landscape management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
Increase forest cover through Afforestation/Agroforestry in existing forests; areas of shrubs/grassland; wetlands; croplands by 5.1 M Ha,NA,Kenya,KEN,Participation in the LDN Target Setting Programme,NA,NA,national territory,NA,51000.00,"Avoid
Reduce
Reverse
","1.1 Restore tree-covered areas
","2 Increase tree-covered area extent
","3.1 Increase land productivity in agricultural areas
","4.1 Restore and improve pastures
4.2 Improve land productivity in grasslands
","5.1 Restore/preserve wetlands and reduce degradation of wetlands
",NA,NA,NA,NA,NA,NA,NA,NA,14 Restore/improve multiple functions,NA,NA,ongoing,NA,active,NA,NA
"Increase by 16 per cent net land productivity in forest, shrub land/grassland and cropland showing declining productivity; achieved through SLM practices",NA,Kenya,KEN,Participation in the LDN Target Setting Programme,NA,NA,national territory,NA,NA,"Reduce
Reverse
",NA,NA,"3.1 Practise sustainable land management
",NA,NA,"6.1 Rehabilitate bare land and/or restore degraded land
6.2 Increase carbon stock and reduce soil/land degradation
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Increase soil organic carbon by 319626 total tonnes in cropland land use achieved through SLM practices,NA,Kenya,KEN,Participation in the LDN Target Setting Programme,NA,NA,national territory,NA,NA,"Reduce
",NA,NA,"3.1 Increase land productivity in agricultural areas
3.2 Practise sustainable land management
",NA,NA,"6.1 Increase carbon stock and reduce soil/land degradation
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Halt the conversion of forests to other land cover classes by 2030,NA,Kenya,KEN,Participation in the LDN Target Setting Programme,NA,2030,national territory,NA,NA,"Avoid
Reduce
","1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Rehabilitation of all abandoned Mining and quarrying areas through enforcement of by- laws,NA,Kenya,KEN,Participation in the LDN Target Setting Programme,NA,NA,national territory,NA,NA,"Reduce
Reverse
",NA,NA,NA,NA,NA,NA,"7.1 Restore degraded mining areas
",NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,14 Restore/improve multiple functions,NA,NA,ongoing,NA,active,NA,NA
Улучшить экологическое состояние пастбищ через внедрение системы ротации пастбищ в 40 айыльных аймаках (по меньшей мере).,Improve the ecological condition of pastures through the implementation of a pasture rotation system in 40 district regions (at least).,Kyrgyzstan,KGZ,Participation in the LDN Target Setting Programme,NA,2022,NA,NA,NA,"Avoid
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,achieved,NA,active,NA,NA
Улучшить доступ к 10000 гектарам пастбищ посредством улучшения пастбищной инфраструктуры ,"Improve access to 10,000 hectares of pasture by improving pasture infrastructure",Kyrgyzstan,KGZ,Participation in the LDN Target Setting Programme,NA,2022,NA,NA,100.00,"Avoid
Reduce
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,achieved,NA,active,NA,NA
Практики по устойчивому управлению земельными ресурсами приняты к реализации на площади 100 000 гектаров (включая пастбища и леса),"Practices for sustainable land resource management have been adopted for implementation on an area of 100,000 hectares (including pastures and forests)",Kyrgyzstan,KGZ,Participation in the LDN Target Setting Programme,NA,2022,NA,NA,1000.00,"Avoid
Reduce
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,achieved,NA,active,NA,NA
Работы по улучшению земель проведены на площади 10 000 гектаров,"Work to improve land has been carried out on an area of 10,000 hectares.",Kyrgyzstan,KGZ,Participation in the LDN Target Setting Programme,NA,2022,NA,NA,100.00,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,achieved,NA,active,NA,NA
"To ensure food security/potential commercial production to develop good, safe and sustainable agriculture by 2030",NA,Lao People's Democratic Republic,LAO,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",ongoing,NA,active,NA,NA
"Sustainable Forest Management: to increase forest cover to 70% of land area by 2020 (16.58 million hectares), and maintaining at that level going forward",NA,Lao People's Democratic Republic,LAO,Participation in the LDN Target Setting Programme,NA,2020,NA,NA,165800.00,NA,"1 Restore/improve tree-covered areas
","2 Increase tree-covered area extent
2.1 Increase tree covered land (net gain)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"To increase soil organic carbon in forests, by 2030, in 6 provinces in the Northern part of Lao PDR",NA,Lao People's Democratic Republic,LAO,Participation in the LDN Target Setting Programme,NA,2030,6 provinces in the Northern part of Lao PDR,NA,NA,NA,NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Increase carbon stock and reduce soil/land degradation
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Forestry: To minimize the impact on the natural resources and environment,NA,Lao People's Democratic Republic,LAO,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,NA,"1 Restore/improve tree-covered areas
1.1 Improve tree cover management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",ongoing,NA,active,NA,NA
Proper forest management/Community awareness: Community Forestry is very important issue to Protect forest in rural community,NA,Lao People's Democratic Republic,LAO,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,NA,"1 Restore/improve tree-covered areas
1.1 Improve tree cover management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",ongoing,NA,active,NA,NA
"Restoration of degraded land areas through the National Planning of Land Management (2030): Forestry land including wetland: 16,5 Million ha, 70% of total land area",NA,Lao People's Democratic Republic,LAO,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,165000.00,NA,"1 Restore/improve tree-covered areas
1.1 Restore tree-covered areas
",NA,NA,NA,"5 Restore/improve wetlands
5.1 Restore/preserve wetlands and reduce degradation of wetlands
","6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"Restoration of degraded land areas through the National Planning of Land Management (2030): Agriculture land including wetland: 4,5 Million ha, 19% of total land area",NA,Lao People's Democratic Republic,LAO,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,4500000.00,NA,NA,NA,"3 Restore/improve croplands
3.1 Rehabilitate bare or degraded land for crop production
",NA,"5 Restore/improve wetlands
5.1 Restore/preserve wetlands and reduce degradation of wetlands
","6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"Restoration of degraded land areas through the National Planning of Land Management (2030): Industry land, culture land and national defense and security land: 2,05 Million ha, 8,6% of the total land area",NA,Lao People's Democratic Republic,LAO,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,20500.00,NA,NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
","7 Manage artificial surfaces
7.1 Improve land productivity on artificial surfaces
",NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",ongoing,NA,active,NA,NA
"Restoration of degraded land areas through the National Planning of Land Management (2030): Transportation land: 0,37 Million ha, 1,6% of the total land area",NA,Lao People's Democratic Republic,LAO,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,3700.00,NA,NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",ongoing,NA,active,NA,NA
"Restoration of degraded land areas through the National Planning of Land Management (2030): Construction land: 0,18 Million ha, 0,8% of the total land area",NA,Lao People's Democratic Republic,LAO,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,1800.00,NA,NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",ongoing,NA,active,NA,NA
"Reforestation: natural or intentional restocking of existing forests and woodlands (forestation) that have been depleted, usually through deforestation",NA,Lao People's Democratic Republic,LAO,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,NA,"1 Restore/improve tree-covered areas
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"To help to rebuild habitats and degradation which are the leading threats to the health of a species, in order to protect important species of animals",NA,Lao People's Democratic Republic,LAO,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14 Restore/improve multiple functions,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",ongoing,NA,active,NA,NA
"Proper implementation of the National land use master plan 2018: Finalize land use planning, to register and issue land title nationwide by 2030, manage and administer the land that comply with law and regulation",NA,Lao People's Democratic Republic,LAO,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
